date,water_level_m,danger_level_m,rainfall_mm
2020-09-10,3.57,7.0,0.0
2020-09-11,3.47,7.0,150.0
2020-09-12,3.47,7.0,0.0
2020-09-13,3.42,7.0,450.0
2020-09-14,3.46,7.0,75.0
2020-09-15,3.52,7.0,0.0
2020-09-16,3.56,7.0,0.0
2020-09-17,3.66,7.0,275.0
2020-09-18,3.79,7.0,150.0
2020-09-19,3.89,7.0,0.0
2020-09-20,3.97,7.0,0.0
2020-09-21,3.92,7.0,25.0
2020-09-22,4.06,7.0,75.0
2020-09-23,3.96,7.0,25.0
2020-09-24,3.91,7.0,430.0
2020-09-25,3.88,7.0,250.0
2020-09-26,3.96,7.0,100.0
2020-09-27,4.05,7.0,25.0
2020-09-28,4.12,7.0,0.0
2020-09-29,4.17,7.0,0.0
2020-09-30,4.22,7.0,0.0
2020-10-01,4.23,7.0,0.0
2020-10-02,4.27,7.0,0.0
2020-10-03,4.29,7.0,0.0
2020-10-04,4.28,7.0,0.0
2020-10-05,4.24,7.0,0.0
2020-10-06,4.16,7.0,0.0
2020-10-07,4.16,7.0,25.0
2020-10-08,4.07,7.0,0.0
2020-10-09,3.97,7.0,0.0
2020-10-10,3.87,7.0,0.0
2020-10-11,3.77,7.0,0.0
2020-10-12,3.69,7.0,0.0
2020-10-13,3.59,7.0,0.0
2020-10-14,3.51,7.0,0.0
2020-10-15,3.5,7.0,0.0
2020-10-16,3.5,7.0,0.0
2020-10-17,3.55,7.0,0.0
2020-10-18,3.53,7.0,0.0
2020-10-19,3.43,7.0,0.0
2020-10-20,3.29,7.0,0.0
2020-10-21,3.2,7.0,0.0
2020-10-22,3.06,7.0,25.0
2020-10-23,3.15,7.0,75.0
2020-10-24,3.13,7.0,200.0
2020-10-25,2.91,7.0,0.0
2020-10-26,2.82,7.0,0.0
2020-10-27,2.75,7.0,0.0
2020-10-28,2.7,7.0,0.0
2020-10-29,2.68,7.0,0.0
2020-10-31,2.75,7.0,0.0
2020-11-01,2.85,7.0,0.0
2020-11-02,2.89,7.0,0.0
2020-11-03,2.85,7.0,0.0
2020-11-04,2.76,7.0,0.0
2020-11-05,2.61,7.0,0.0
2021-03-18,0.62,7.0,0.0
2021-03-19,0.35,7.0,0.0
2021-03-20,0.42,7.0,0.0
2021-03-21,0.28,7.0,0.0
2021-03-22,0.12,7.0,0.0
2021-03-23,0.07,7.0,0.0
2021-03-24,0.22,7.0,0.0
2021-03-25,0.39,7.0,0.0
2021-03-26,0.45,7.0,0.0
2021-03-27,0.72,7.0,0.0
2021-03-28,0.86,7.0,0.0
2021-03-29,0.89,7.0,0.0
2021-03-30,1.28,7.0,125.0
2021-03-31,1.47,7.0,2.0
2021-04-02,1.4,7.0,0.0
2021-04-03,0.96,7.0,0.0
2021-04-04,0.8,7.0,0.0
2021-04-05,0.65,7.0,0.0
2021-04-06,0.41,7.0,0.0
2021-04-07,0.58,7.0,0.0
2021-04-08,0.73,7.0,0.0
2021-04-09,0.98,7.0,85.0
2021-04-10,1.0,7.0,0.0
2021-04-11,1.0,7.0,0.0
2021-04-12,1.11,7.0,0.0
2021-04-13,1.1,7.0,0.0
2021-04-14,1.18,7.0,0.0
2021-04-15,1.21,7.0,0.0
2021-04-16,1.14,7.0,45.0
2021-04-17,1.02,7.0,150.0
2021-04-18,0.89,7.0,0.0
2021-04-19,0.81,7.0,0.0
2021-04-20,0.59,7.0,0.0
2021-04-21,0.67,7.0,0.0
2021-04-22,0.58,7.0,0.0
2021-04-23,0.65,7.0,0.0
2021-04-24,0.72,7.0,0.0
2021-04-25,0.86,7.0,0.0
2021-04-26,1.16,7.0,0.0
2021-04-27,1.49,7.0,0.0
2021-04-28,1.54,7.0,0.0
2021-04-29,1.56,7.0,0.0
2021-04-30,1.47,7.0,0.0
2021-05-01,1.32,7.0,0.0
2021-05-02,1.13,7.0,0.0
2021-05-03,1.0,7.0,25.0
2021-05-04,0.65,7.0,70.0
2021-05-05,0.55,7.0,0.0
2021-05-06,0.69,7.0,175.0
2021-05-07,0.68,7.0,0.0
2021-05-08,0.75,7.0,30.0
2021-05-09,0.78,7.0,0.0
2021-05-10,0.99,7.0,0.0
2021-05-11,1.08,7.0,150.0
2021-05-12,1.15,7.0,0.0
2021-05-13,1.22,7.0,0.0
2021-05-15,1.19,7.0,100.0
2021-05-16,1.12,7.0,85.0
2021-05-17,1.05,7.0,650.0
2021-05-18,0.99,7.0,0.0
2021-05-19,1.04,7.0,0.0
2021-05-20,1.01,7.0,0.0
2021-05-21,1.04,7.0,0.0
2021-05-22,1.12,7.0,80.0
2021-05-23,1.25,7.0,0.0
2021-05-24,1.66,7.0,0.0
2021-05-25,1.84,7.0,30.0
2021-05-26,2.42,7.0,0.0
2021-05-27,2.6,7.0,0.0
2021-05-28,2.6,7.0,0.0
2021-05-29,2.28,7.0,0.0
2021-05-30,2.2,7.0,0.0
2021-05-31,2.05,7.0,50.0
2021-06-01,1.97,7.0,350.0
2021-06-02,1.94,7.0,50.0
2021-06-03,1.83,7.0,0.0
2021-06-04,1.84,7.0,0.0
2021-06-05,1.85,7.0,220.0
2021-06-06,1.87,7.0,250.0
2021-06-07,2.03,7.0,30.0
2021-06-08,2.15,7.0,0.0
2021-06-09,2.16,7.0,0.0
2021-06-10,2.14,7.0,10.0
2021-06-11,2.4,7.0,60.0
2021-06-12,2.47,7.0,0.0
2021-06-13,2.72,7.0,85.0
2021-06-14,2.65,7.0,0.0
2021-06-15,2.64,7.0,0.0
2021-06-16,2.63,7.0,65.0
2021-06-17,2.45,7.0,0.0
2021-06-18,2.49,7.0,0.0
2021-06-19,2.62,7.0,175.0
2021-06-20,2.42,7.0,100.0
2021-06-21,2.42,7.0,125.0
2021-06-22,2.48,7.0,0.0
2021-06-23,2.55,7.0,0.0
2021-06-24,2.65,7.0,0.0
2021-06-25,2.87,7.0,65.0
2021-06-26,2.86,7.0,0.0
2021-06-27,2.9,7.0,0.0
2021-06-28,2.8,7.0,50.0
2021-06-29,2.76,7.0,30.0
2021-06-30,2.66,7.0,520.0
2021-07-01,2.8,7.0,425.0
2021-07-02,3.0,7.0,0.0
2021-07-03,3.06,7.0,125.0
2021-07-04,3.07,7.0,195.0
2021-07-05,3.21,7.0,0.0
2021-07-06,3.27,7.0,50.0
2021-07-07,3.42,7.0,365.0
2021-07-08,3.51,7.0,0.0
2021-07-09,3.58,7.0,0.0
2021-07-10,3.63,7.0,0.0
2021-07-11,3.67,7.0,0.0
2021-07-12,3.68,7.0,0.0
2021-07-13,3.65,7.0,0.0
2021-07-14,3.69,7.0,0.0
2021-07-15,3.72,7.0,0.0
2021-07-17,3.65,7.0,375.0
2021-07-18,3.59,7.0,145.0
2021-07-23,3.66,7.0,0.0
2021-07-24,3.76,7.0,0.0
2021-07-25,3.8,7.0,0.0
2021-07-26,3.78,7.0,125.0
2021-07-27,3.73,7.0,0.0
2021-07-28,3.61,7.0,0.0
2021-07-29,3.61,7.0,20.0
2021-07-30,3.58,7.0,0.0
2021-07-31,3.46,7.0,125.0
2021-08-01,3.36,7.0,0.0
2021-08-02,3.29,7.0,190.0
2021-08-03,3.23,7.0,0.0
2021-08-04,3.26,7.0,45.0
2021-08-05,3.21,7.0,0.0
2021-08-06,3.22,7.0,0.0
2021-08-07,3.35,7.0,70.0
2021-08-08,3.48,7.0,0.0
2021-08-09,3.53,7.0,40.0
2021-08-10,3.56,7.0,140.0
2021-08-11,3.61,7.0,25.0
2021-08-12,3.69,7.0,100.0
2021-08-13,3.76,7.0,175.0
2021-08-14,3.79,7.0,50.0
2021-08-15,3.8,7.0,70.0
2021-08-16,3.92,7.0,0.0
2021-08-17,3.94,7.0,25.0
2021-08-18,4.03,7.0,0.0
2021-08-19,4.06,7.0,0.0
2021-08-20,4.13,7.0,0.0
2021-08-21,4.13,7.0,0.0
2021-08-22,4.11,7.0,50.0
2021-08-23,4.2,7.0,0.0
2021-08-24,4.25,7.0,175.0
2021-08-25,4.34,7.0,75.0
2021-08-26,4.34,7.0,45.0
2021-08-27,4.34,7.0,250.0
2021-08-28,4.34,7.0,0.0
2021-08-29,4.35,7.0,0.0
2021-08-30,4.35,7.0,25.0
2021-08-31,4.32,7.0,0.0
2021-09-01,4.3,7.0,0.0
2021-09-02,4.29,7.0,0.0
2021-09-03,4.24,7.0,110.0
2021-09-05,4.23,7.0,0.0
2021-09-06,4.28,7.0,0.0
2021-09-07,4.45,7.0,75.0
2021-09-08,4.35,7.0,0.0
2021-09-09,4.34,7.0,0.0
2021-09-10,4.2,7.0,0.0
2021-09-11,4.24,7.0,0.0
2021-09-12,4.16,7.0,0.0
2021-09-13,4.12,7.0,40.0
2021-09-14,3.94,7.0,0.0
2021-09-15,3.82,7.0,0.0
2021-09-16,3.82,7.0,125.0
2021-09-17,3.54,7.0,0.0
2021-09-18,3.49,7.0,0.0
2021-09-19,3.42,7.0,0.0
2021-09-20,3.45,7.0,0.0
2021-09-21,3.45,7.0,0.0
2021-09-22,3.41,7.0,75.0
2021-09-23,3.35,7.0,0.0
2021-09-24,3.22,7.0,0.0
2021-09-25,3.15,7.0,0.0
2021-09-26,3.06,7.0,0.0
2021-09-27,2.9,7.0,0.0
2021-09-28,2.79,7.0,0.0
2021-09-29,2.7,7.0,50.0
2021-09-30,2.55,7.0,0.0
2021-10-01,2.5,7.0,0.0
2021-10-02,2.35,7.0,0.0
2021-10-03,2.35,7.0,50.0
2021-10-04,2.51,7.0,225.0
2021-10-05,2.72,7.0,300.0
2021-10-06,2.79,7.0,0.0
2021-10-08,2.77,7.0,0.0
2021-10-09,2.98,7.0,0.0
2021-10-11,2.67,7.0,0.0
2021-10-12,2.47,7.0,0.0
2021-10-13,2.43,7.0,0.0
2021-10-14,2.2,7.0,0.0
2021-10-15,2.18,7.0,0.0
2021-10-16,2.2,7.0,0.0
2021-10-17,2.22,7.0,0.0
2021-10-18,2.41,7.0,0.0
2021-10-19,2.6,7.0,50.0
2021-10-20,2.6,7.0,30.0
2021-10-21,2.59,7.0,125.0
2021-10-22,2.57,7.0,0.0
2021-10-23,2.37,7.0,0.0
2021-10-24,2.35,7.0,0.0
2021-10-25,2.45,7.0,0.0
2021-10-26,2.35,7.0,0.0
2021-10-27,2.28,7.0,0.0
2021-10-28,2.09,7.0,0.0
2021-10-30,1.95,7.0,0.0
2021-10-31,1.93,7.0,0.0
2021-11-01,2.0,7.0,0.0
2021-11-02,2.0,7.0,0.0
2022-03-28,0.75,7.0,0.0
2022-03-29,1.07,7.0,0.0
2022-03-30,1.23,7.0,0.0
2022-03-31,1.32,7.0,0.0
2022-04-01,1.5,7.0,0.0
2022-04-02,1.52,7.0,0.0
2022-04-03,1.53,7.0,0.0
2022-04-04,1.1,7.0,25.0
2022-04-05,1.6,7.0,0.0
2022-04-06,1.54,7.0,0.0
2022-04-07,1.28,7.0,0.0
2022-04-08,1.13,7.0,0.0
2022-04-09,0.93,7.0,0.0
2022-04-10,0.9,7.0,80.0
2022-04-11,1.11,7.0,25.0
2022-04-12,1.26,7.0,475.0
2022-04-13,1.45,7.0,0.0
2022-04-14,1.58,7.0,0.0
2022-04-15,1.91,7.0,0.0
2022-04-16,1.96,7.0,0.0
2022-04-17,2.08,7.0,0.0
2022-04-18,2.15,7.0,0.0
2022-04-19,2.2,7.0,40.0
2022-04-20,2.03,7.0,70.0
2022-04-21,1.87,7.0,0.0
2022-04-22,1.73,7.0,0.0
2022-04-23,1.56,7.0,150.0
2022-04-24,1.57,7.0,95.0
2022-04-25,1.58,7.0,0.0
2022-04-26,1.67,7.0,0.0
2022-04-27,1.59,7.0,125.0
2022-04-28,1.67,7.0,0.0
2022-04-29,1.81,7.0,0.0
2022-04-30,0.18,7.0,100.0
2022-05-01,1.87,7.0,10.0
2022-05-02,1.95,7.0,0.0
2022-05-03,1.97,7.0,0.0
2022-05-04,1.89,7.0,60.0
2022-05-05,1.81,7.0,0.0
2022-05-06,1.61,7.0,0.0
2022-05-07,1.39,7.0,150.0
2022-05-08,1.29,7.0,0.0
2022-05-09,1.24,7.0,0.0
2022-05-10,1.39,7.0,0.0
2022-05-11,1.45,7.0,220.0
2022-05-12,1.46,7.0,250.0
2022-05-13,1.8,7.0,75.0
2022-05-14,2.08,7.0,150.0
2022-05-15,2.3,7.0,25.0
2022-05-16,2.45,7.0,20.0
2022-05-17,2.48,7.0,320.0
2022-05-18,2.48,7.0,0.0
2022-05-19,2.63,7.0,260.0
2022-05-20,2.64,7.0,270.0
2022-05-21,2.66,7.0,250.0
2022-05-23,2.93,7.0,50.0
2022-05-24,2.94,7.0,0.0
2022-05-25,2.99,7.0,0.0
2022-05-26,3.14,7.0,0.0
2022-05-27,3.17,7.0,0.0
2022-05-29,3.16,7.0,25.0
2022-05-30,3.22,7.0,0.0
2022-05-31,3.15,7.0,40.0
2022-06-01,3.08,7.0,0.0
2022-06-02,3.04,7.0,0.0
2022-06-03,3.06,7.0,350.0
2022-06-04,3.05,7.0,175.0
2022-06-05,2.96,7.0,480.0
2022-06-07,3.03,7.0,175.0
2022-06-08,3.1,7.0,0.0
2022-06-09,3.11,7.0,485.0
2022-06-10,3.16,7.0,265.0
2022-06-11,3.27,7.0,85.0
2022-06-12,3.37,7.0,160.0
2022-06-13,3.45,7.0,85.0
2022-06-14,3.57,7.0,125.0
2022-06-15,3.62,7.0,0.0
2022-06-16,3.75,7.0,0.0
2022-06-17,3.79,7.0,650.0
2022-06-18,4.29,7.0,375.0
2022-06-19,4.69,7.0,0.0
2022-06-20,4.9,7.0,350.0
2022-06-21,5.05,7.0,150.0
2022-06-22,5.13,7.0,0.0
2022-06-23,5.15,7.0,0.0
2022-06-24,5.14,7.0,175.0
2022-06-25,5.12,7.0,75.0
2022-06-26,5.05,7.0,0.0
2022-06-27,4.99,7.0,0.0
2022-06-28,4.9,7.0,250.0
2022-06-29,4.85,7.0,50.0
2022-06-30,4.82,7.0,380.0
2022-07-01,4.82,7.0,610.0
2022-07-02,4.82,7.0,175.0
2022-07-03,4.8,7.0,0.0
2022-07-04,4.75,7.0,0.0
2022-07-05,4.72,7.0,0.0
2022-07-06,4.62,7.0,50.0
2022-07-07,4.59,7.0,0.0
2022-07-08,4.54,7.0,0.0
2022-07-09,4.45,7.0,60.0
2022-07-10,4.36,7.0,0.0
2022-07-11,4.23,7.0,285.0
2022-07-12,4.22,7.0,100.0
2022-07-13,4.18,7.0,0.0
2022-07-14,4.14,7.0,0.0
2022-07-15,4.09,7.0,80.0
2022-07-16,4.06,7.0,0.0
2022-07-17,3.91,7.0,0.0
2022-07-18,3.87,7.0,0.0
2022-07-19,3.77,7.0,110.0
2022-07-20,3.59,7.0,0.0
2022-07-21,3.41,7.0,0.0
2022-07-22,3.4,7.0,95.0
2022-07-23,3.29,7.0,0.0
2022-07-24,3.17,7.0,300.0
2022-07-25,3.13,7.0,50.0
2022-07-26,3.12,7.0,0.0
2022-07-27,3.14,7.0,0.0
2022-07-28,3.18,7.0,0.0
2022-07-29,3.17,7.0,0.0
2022-07-30,3.17,7.0,0.0
2022-07-31,3.19,7.0,25.0
2022-08-01,3.24,7.0,310.0
2022-08-02,3.26,7.0,50.0
2022-08-03,3.25,7.0,0.0
2022-08-04,3.3,7.0,210.0
2022-08-05,3.38,7.0,0.0
2022-08-06,3.44,7.0,525.0
2022-08-07,3.5,7.0,0.0
2022-08-08,3.49,7.0,110.0
2022-08-09,3.45,7.0,0.0
2022-08-10,3.62,7.0,0.0
2022-08-11,3.64,7.0,0.0
2022-08-12,3.57,7.0,0.0
2022-08-13,3.57,7.0,0.0
2022-08-14,3.7,7.0,0.0
2022-08-15,3.72,7.0,0.0
2022-08-16,3.44,7.0,0.0
2022-08-17,3.25,7.0,0.0
2022-08-18,3.07,7.0,0.0
2022-08-19,2.94,7.0,0.0
2022-08-20,2.92,7.0,0.0
2022-08-21,2.73,7.0,0.0
2022-08-22,2.6,7.0,0.0
2022-08-23,2.54,7.0,75.0
2022-08-24,2.6,7.0,0.0
2022-08-25,2.64,7.0,0.0
2022-08-26,2.63,7.0,0.0
2022-08-27,2.67,7.0,0.0
2022-08-28,2.7,7.0,0.0
2022-08-29,2.77,7.0,20.0
2022-08-30,2.68,7.0,110.0
2022-08-31,2.7,7.0,0.0
2022-09-01,2.83,7.0,75.0
2022-09-02,2.79,7.0,145.0
2022-09-03,2.74,7.0,55.0
2022-09-04,2.78,7.0,160.0
2022-09-05,2.82,7.0,0.0
2022-09-06,2.92,7.0,0.0
2022-09-07,2.93,7.0,0.0
2022-09-08,3.0,7.0,0.0
2022-09-09,3.11,7.0,0.0
2022-09-10,3.28,7.0,0.0
2022-09-11,3.44,7.0,150.0
2022-09-12,3.55,7.0,175.0
2022-09-13,3.59,7.0,135.0
2022-09-14,3.54,7.0,250.0
2022-09-15,3.45,7.0,0.0
2022-09-16,3.35,7.0,95.0
2022-09-17,3.23,7.0,0.0
2022-09-18,3.1,7.0,0.0
2022-09-19,3.04,7.0,40.0
2022-09-20,3.01,7.0,0.0
2022-09-21,3.01,7.0,0.0
2022-09-22,2.95,7.0,0.0
2022-09-23,2.94,7.0,0.0
2022-09-24,2.95,7.0,25.0
2022-09-25,2.99,7.0,0.0
2022-09-26,3.06,7.0,0.0
2022-09-27,3.14,7.0,0.0
2022-09-28,3.17,7.0,0.0
2022-09-29,3.16,7.0,0.0
2022-09-30,3.09,7.0,0.0
2022-10-01,2.97,7.0,0.0
2022-10-02,2.9,7.0,80.0
2022-10-03,2.86,7.0,280.0
2022-10-04,2.88,7.0,0.0
2022-10-05,2.84,7.0,15.0
2022-10-06,2.87,7.0,0.0
2022-10-07,2.85,7.0,0.0
2022-10-08,2.8,7.0,0.0
2022-10-09,2.92,7.0,0.0
2022-10-10,2.99,7.0,0.0
2022-10-11,2.99,7.0,0.0
2022-10-12,3.04,7.0,65.0
2022-10-13,2.95,7.0,0.0
2022-10-14,2.92,7.0,80.0
2022-10-15,2.86,7.0,0.0
2022-10-16,2.8,7.0,0.0
2022-10-17,2.78,7.0,0.0
2022-10-18,2.79,7.0,0.0
2022-10-19,2.88,7.0,0.0
2022-10-20,2.81,7.0,0.0
2022-10-21,2.97,7.0,0.0
2022-10-22,2.97,7.0,0.0
2022-10-23,2.95,7.0,0.0
2022-10-24,2.92,7.0,0.0
2022-10-25,3.51,7.0,700.0
2022-10-26,3.43,7.0,0.0
2022-10-27,3.32,7.0,0.0
2022-10-28,3.1,7.0,0.0
2022-10-29,2.97,7.0,0.0
2022-10-30,2.63,7.0,0.0
2022-10-31,2.4,7.0,0.0
2023-03-10,1.0,7.0,0.0
2023-03-11,0.79,7.0,0.0
2023-03-12,0.82,7.0,0.0
2023-03-13,0.55,7.0,0.0
2023-03-14,0.54,7.0,0.0
2023-03-15,0.25,7.0,0.0
2023-03-17,0.25,7.0,0.0
2023-03-18,0.37,7.0,0.0
2023-03-19,0.6,7.0,95.0
2023-03-20,0.8,7.0,135.0
2023-03-21,1.04,7.0,10.0
2023-03-22,1.23,7.0,10.0
2023-03-23,1.31,7.0,0.0
2023-03-24,1.25,7.0,0.0
2023-03-25,1.15,7.0,15.0
2023-03-27,0.79,7.0,30.0
2023-03-28,0.46,7.0,0.0
2023-03-29,0.2,7.0,0.0
2023-03-30,0.09,7.0,0.0
2023-03-31,0.19,7.0,0.0
2023-04-01,0.35,7.0,5.0
2023-04-02,0.42,7.0,250.0
2023-04-03,0.78,7.0,0.0
2023-04-04,0.75,7.0,0.0
2023-04-05,1.0,7.0,0.0
2023-04-06,1.19,7.0,0.0
2023-04-07,1.22,7.0,0.0
2023-04-08,1.2,7.0,0.0
2023-04-09,1.13,7.0,0.0
2023-04-10,1.02,7.0,0.0
2023-04-11,0.95,7.0,0.0
2023-04-12,0.74,7.0,0.0
2023-04-13,0.43,7.0,0.0
2023-04-14,0.38,7.0,0.0
2023-04-15,0.48,7.0,0.0
2023-04-16,0.6,7.0,0.0
2023-04-17,0.82,7.0,0.0
2023-04-18,1.0,7.0,0.0
2023-04-19,1.22,7.0,0.0
2023-04-20,1.35,7.0,0.0
2023-04-21,1.45,7.0,35.0
2023-04-22,1.49,7.0,0.0
2023-04-23,1.34,7.0,5.0
2023-04-24,0.87,7.0,0.0
2023-04-25,0.82,7.0,0.0
2023-04-26,0.75,7.0,0.0
2023-04-27,0.42,7.0,0.0
2023-04-28,0.21,7.0,0.0
2023-04-29,0.25,7.0,0.0
2023-04-30,0.27,7.0,130.0
2023-05-01,0.43,7.0,0.0
2023-05-02,0.49,7.0,0.0
2023-05-03,0.76,7.0,0.0
2023-05-04,0.98,7.0,0.0
2023-05-05,1.04,7.0,6.15
2023-05-06,1.1,7.0,0.0
2023-05-07,1.24,7.0,0.0
2023-05-08,1.25,7.0,0.0
2023-05-09,1.17,7.0,0.0
2023-05-10,1.0,7.0,0.0
2023-05-11,0.95,7.0,0.0
2023-05-12,0.91,7.0,55.0
2023-05-13,0.77,7.0,0.0
2023-05-14,1.01,7.0,0.0
2023-05-15,0.95,7.0,0.0
2023-05-16,1.31,7.0,0.0
2023-05-17,1.48,7.0,30.0
2023-05-18,1.62,7.0,90.0
2023-05-19,1.62,7.0,50.0
2023-05-20,1.72,7.0,55.0
2023-05-21,1.74,7.0,0.0
2023-05-22,1.66,7.0,25.0
2023-05-23,1.6,7.0,0.0
2023-05-24,1.42,7.0,25.0
2023-05-25,1.34,7.0,0.0
2023-05-26,1.14,7.0,0.0
2023-05-27,1.16,7.0,110.0
2023-05-28,0.98,7.0,0.0
2023-05-29,0.89,7.0,0.0
2023-05-30,0.93,7.0,0.0
2023-05-31,1.01,7.0,0.0
2023-06-01,1.17,7.0,0.0
2023-06-02,1.32,7.0,0.0
2023-06-03,1.5,7.0,15.0
2023-06-04,1.55,7.0,0.0
2023-06-05,1.67,7.0,0.0
2023-06-06,1.7,7.0,0.0
